id,text
video2_1215,就可以跟市長剪著
video5_123,就是你加奶粉的比例
video4_1230,跟班長一起吃喔 對
video8_1225,而且不同房間一樣的風格
video4_405,好好吃 好好感受死了
video7_376,它這邊有跟那個知名家居賣場
video9_315,所以肉汁這樣子是滿漂亮
video7_886,羅剛真的會被退役哦
video1_785,到現在遺個月剛好是滿五年
video5_1080,我又去她把羅剛
video1_547,很漂亮邛 好像咖啡廳
video11_935,隨又把這個話講完
video9_784,所以酸酸的 微酸的感覺
video7_380,希望以後不會夠一把嘴傾
video9_504,它拔絲地瓜聽說妳是超推的
video4_1446,他有沒有做伏地挺身
video2_735,就像在跟飄命掌插的
video2_361,甘甜甘甜 就是甘甘的
video10_172,姊姊 你怎麼會知道
video11_586,那你是說管家要利用是什麼意思
video6_606,又猛的把理想也來一次
video8_213,其實機器還沒有趕高鐵
video2_43,噢 我知道她會意錯
video4_216,因為我吃過她的涼拌
video4_786,裡裡還有蔬菜熬出來的
video7_291,你為什麼要看到這個
video4_1178,班長是放福利的熱情
video11_1352,我一雙睪丸打在她屁股蛋上
video8_313,兩腳分跨在身邊了吧
video1_349,我覺得現在想到
video2_1160,在她身邊說現在的時候
video4_1063,我便感到這個火鍋
video3_1116,你說每天都去福利社了
video4_469,箍得她比我更快活啊
video2_291,很漂亮，我們來喝汽水
video7_418,就是它到每一區每一區有沒有
video9_594,這日本時間 3點
video8_177,所以吃起來完全不會柴
video12_412,我好像第一名是它
video1_666,很像牛軋糖那種蛋黃了
video7_319,就是它的肉汁蛋餅喔
video3_141,看著她的穴 像有拉力極強
video3_179,旁邊泡牛奶的一種感覺
video5_575,媽呀 我已經找到她的穴嘛
video9_285,搞頭還算她有豐滿力
video3_1068,快感愈加了越加動心
video3_545,妳說現在比以前親蜜
video3_1550,也可是先前沒有吃
video10_633,她在觀賞著劇物
video1_355,就是它的天窗喔 是
video7_148,這次跟彥均哥這樣子
video12_722,然後還可以吃到他們的涼拌牛腩
video5_272,我們剛才被她的玩耍
video2_948,就跟著她吃火鍋
video11_1309,甘甜味十足的苦瓜排骨湯
video4_367,就是最好的調味之前
video7_983,它好像賣相可以喝喔
video3_945,如果因為我是說
video11_1006,它的吃起來還是有些
video9_896,爸爸在加水加那種蛋糕
video12_1108,你還記得你第一次入圍的時候
video10_700,你結訓假都要待在醫院嗎
video4_500,很多事都可以喝啊 是
video11_739,它正好就是它裡面的餡料
video6_609,很漂亮邛 好像是因為老闆
video7_217,隨把腿再屈低去拿捏分跨
video4_1394,這樣會變決明子茶囉
video12_105,但好像很多層次的快感般
video6_105,在所有旅部長官面前
video11_418,媚姐現在放福利給我
video8_678,我看能夠感受到
video8_807,班長可是有帶甜味的
video6_147,你現在當我是乞丐嗎
video3_1194,現在前迎發生這麼多事
video11_496,吃出一點洋蔥的淚珠
video5_1108,班長現在一起吃火鍋
video9_751,你把嘴壓到她陰戶上去
video1_509,就是在裡面沒有辦法的感覺
video1_817,那我們這間叫什麼名字
video9_350,就像牛軋糖是比較好
video4_808,來到這間就會泡牛奶很厲害
video3_1060,班長，你ld 你能夠
video7_1170,那我想這樣子配著吃就是樹林
video1_919,就是美國一張西瓜
video10_125,那我就找對人來吃
video11_990,我好像一個東西喔
video4_1005,我覺得現在想一切都做
video1_648,我們不是有管家
video4_112,這個蛋真的很好喝了 對啊
video3_276,我再看著她的臉屁股
video1_928,請到250錢有沒有幾種吃給
video10_615,台式鹹酥雞的味道超級明顯
video9_380,它夠厚了嘛 對不對
video2_36,我再好希望其他長官
video5_238,你已經剪好多幾次
video8_448,這種不僅能夠泡好湯
video4_976,就跟市長拍照喔..
video1_560,難道妳會怕呢 她是你的自信
video8_234,它那個蛋香跟它那個豇豆
video3_542,我只要在家裡拍照
video2_211,羅剛不由自主地又抽插起來
video4_858,所以口味也都不一樣
video2_338,妳走到邊邊去吃
video5_514,一個飽滿豐肥的口感
video8_397,但不是給你鹹的
video7_409,就是它的肉汁喔，就是很香
video4_571,那我盡量把140句話再度給你
video2_5,你們知道應該在裡面吃啦
video6_173,你說每次來的時候
video6_1105,快叫妳要跟我結婚
video12_164,它那個熟的裡面超明
video7_793,很漂亮的那個粉粿飯
video4_1358,紫蘇玉里吃火鍋最過癮
video3_414,吃飽飽回民宿休息
video12_147,很漂亮邛 好像咖啡廳
video10_735,只好從外面伸去再度抽
video1_905,很有記憶點的感覺吧
video1_335,羅剛真的會被退役哦 對
video6_813,班長，羅剛是誰來會客
video1_221,就是誰加那種蛤蜊鮮
video10_193,就像他們吃起來有些
video5_228,我是說咬起來的乾生
video9_87,如果在這兒 是我的小朋友
video3_1405,只可惜今天又是跟彥均哥來
video12_1203,這個膠感很好 對
video9_167,可是你沒有油炸過死了
video6_1232,幽默感要一下快活快活
video5_197,很有記憶點的湯
video12_991,你知道一個切仔麵
video6_32,就像在吃生魚片之前
video1_343,就像要擱出一個甜蜜
video1_251,在花蓮這邊很多漂亮的民宿
video6_719,我要先確定是誰寫的
video7_1247,我繼續回去帶兵官推
video2_225,如果這來跟妳消費了
video12_309,你還可以去吃到最自然的酸自菜
video1_521,隨把力力也快使出來
video11_88,它是知名集團底下的一整隻
video8_203,就能夠跟班長一起吃
video9_1080,嶺得發狂地逗她
video5_1155,真夠意思喔 對
video3_812,就是誰找著這個地方的芋頭
video2_1179,3 點來跟我結婚
video5_355,兩隻手指插進她
video8_987,所以酸酸的 微酸的感覺
video7_190,因為酒味如果沒拿捏好
video4_1018,那我就找對人來這樣子
video2_609,快我快要出出來的肉棒棒
video3_786,嗯 好天哪 多有趣
video7_196,我迅速地脫去她的衣衫
video12_257,它的熟麵那個熟粉最好
video4_1507,就是我們跟加點它
video9_904,要花心開始了嗎 對啊
video4_567,可是它的肉味是非常香的
video10_389,很漂亮邛 好像咖啡廳
video5_518,純粹就一個飽還算
video4_1303,我們來這邊住有沒有
video4_81,媽呀 我怎麼沒想到 this
video9_80,雖然現在看到這個地方
video8_925,再加上那個蔬菜的甜
video8_219,就是因為運氣好像超強
video12_701,它是花蓮玉里的西瓜排
video9_867,兩邊說走走路水塔這樣
video6_385,幽默感要從小培養嘛
video7_1291,那個粉漿也好好喝喔
video6_751,弟弟 快嘛我痒痒癢
video8_1287,然後就是一般外面
video3_445,真是不簡單的地方
video3_336,但今天因為你要趕高鐵
video11_1271,就好像第一名是比較好的
video3_1371,妳趕快把錢給我
video12_841,喜歡的是加那個蔬菜的
video7_818,你的東西就滑到底下去吧
video8_1008,它這個有一點像是那種蛋黃酥
video7_729,很漂亮...有點像是那種
video2_1367,這大概是我第一次看過
video4_888,很漂亮了我們這邊的咖啡廳
video12_960,那種蛋餅那個油餅
video10_1012,我還跟她講其實這樣子
video12_492,它醃製得很好 對
video12_1085,這個蚵仔酥也好好喝
video10_596,就跟市長報告著了
video1_354,然後還是這裡拍照喔
video1_959,老闆都是丸子先煮
video5_497,只是她找著我們起來
video1_257,我好像在座各位有意願
video1_433,這樣會留下紀錄了
video8_1372,不要讓羅剛知道這樣子錄
video12_174,它好像是那種蛋黃酥
video12_33,都跳出來就可以了 對啊
video3_359,這個蛋真有一種冰糖那種感覺
video7_51,真的是有新鮮才大聲的口感
video2_176,妳走到邊邊去
video5_1131,不姊姊 我叫你輕些
video1_921,對啊 你看很想要來這邊
video4_102,我相信在座的長官一定會覺得
video8_438,就在花蓮火鍋咖啡廳的芋頭
video1_409,那我就找對人到這裡
video6_483,快感的程度愈增高
video10_455,開始她會後悔妳
video7_141,也許是舌頭的硬度不夠
video7_1124,我覺得現在想到
video4_1116,只有我們來這邊幹嘛
video8_1377,又是一番風味和那種自然
video2_585,就跟我吃力的賴虎
video7_351,這個膠感很好 對啊
video1_805,你要不要檢討一下
video7_835,大概由於我們兩個知道過
video5_822,你可以跟我說其實
video7_237,我們剛剛的一聲以上
video1_1058,妳現在完全沒有趕高鐵
video8_830,很漂亮邛 好像蚵嗲粿
video1_767,你的MIA高漲耶 真是
video6_1239,你們當兵應該也會來
video3_1146,吃起來...起來...跟彥均哥來了
video7_568,忙得連唿第一次吃一樣
video12_697,你們應該看得出來了
video11_707,所以要邊吸邊咬
video7_1123,就是非常的厲害 OK
video11_670,它拌的時候就是手伸直嘛
video2_277,就是我找對人的心 我了解了
video12_159,它是蒜香很重的 2140平鎮
video7_752,重點就是在羅東車站這邊
video3_1453,新鮮的時候是吃新鮮的
video11_593,錢難賺啦 孩子還小
video8_740,它每個都有那種自然
video12_985,所謂了一點活的好味道
video6_931,很漂亮咖啡廳了
video8_1052,就這樣被人家訂下來罰站
video10_998,好弟弟 別盡在逗我
video3_11,班長現在放福利給你
video5_903,他說我只好從外面伸嘛
video2_1209,就是因為你要趕高鐵了
video4_21,爸爸來這邊...你會了..
video2_610,我好像只好從外面伸
video7_782,那我就一定以他們主題了 對
video6_468,我只好完全在她身邊
video9_560,幽默感要從小培養嘛
video11_569,它蚵嗲的皮很薄了
video12_512,我覺得這樣會超強的是樹林
video8_948,它醃製得很好 對
video12_692,喜歡是吃生魚片嗎
video6_157,在我自己的心境
video3_220,待會兒有時間給你表現
video7_63,但是整體不是膩口的了
video6_700,就像在手腳做的
video2_1090,很來走啊 好弟弟
video7_122,隨把握時間對正了 對
video9_541,那的火鍋像咖啡鍋
video10_453,我又去先抽送起來
video7_860,而且因為它拌的時候
video7_1026,然後有一個這個滿代表的
video3_910,喜歡我的回鍋燒餅
video3_1495,隨又把我的臉再打開些
video12_858,然後就是大火燒的那種
video4_1245,那不過是每個男孩子都有的肉棒棒
video10_42,就我跟天兵講
video11_446,大概由於這段期間的時間
video6_486,鹹酥雞的那種水分
video7_1069,你想要被魔鬼排長釘是不是
video6_566,待會兒有時間給你表現
video1_637,她可以跟我說喜歡任何東西
video8_377,隨住它的那個蛋糕
video7_925,大家都說10月吃秋蟹最肥滿
video12_710,台南的民宿喔 是
video4_444,這是它拌的時候 對啊
video1_676,我爸就超愛的啦 她氣喘瘋狂了
video10_863,你們兩個知不知道的聽話
video12_1015,它的醬吃起來很像那個
video12_266,就是選用厚切的椅子似的
video9_1103,其實現在目前沒有吃過
video3_1251,加上討厭鬼地球
video4_1366,於手榴彈投擲_做第三次投擲
video6_964,但我覺得更感動的是
video9_337,味道很和諧的感覺
video7_531,班長，羅剛是誰來會客啊
video4_869,那個東西媽媽說你不能吃
video3_1482,就是很像AXA Insurance的精神在
video8_657,利用桂花香做一個湯
video5_761,妳走進來看� 好弟弟 不
video6_119,現在...有疑似入者..
video7_1333,我覺得 「那邊就有...」
video5_299,再合我一手，再合我 two
video1_1003,利用蛋香和那種蛋黃
video4_746,很漂亮的民宿好像
video7_22,我好像知道嗎的啦
video4_1635,甘甜味十足的苦瓜排骨湯
video12_1104,到現在遺個月剛好是滿五年
video4_737,噢 弟你真的很用心耶
video8_515,你可以去逛知名家居賣場
video3_788,快我快要抽送她的穴一下
video1_525,常常工作到連飯都忘了吃耶
video8_842,但是你要喝酒什麼都可以
video2_1390,告訴我吧 她氣喘瘋狂地叫
video4_394,新鮮的概念就是499媚姐
video5_772,我又去她們了 好
video3_391,就是誰寫的太多了 對啊
video9_636,用牙齒輕輕地咬住她的
video12_807,老闆真的是超推的嗎
video10_732,喜歡那個東西好吃
video9_548,請到評審怎麼慢慢地說
video2_85,剛剛好像越加動心和越起勁
video1_1100,它醃製得很好 對
video9_983,不是只有這一面喔
video5_1081,如果跟彥均哥這樣子
video5_376,很有記憶點的湯奶了
video1_1044,真的假的 真的啊
video6_1304,很像飽滿豐肥的那種
video8_839,他4民的手撕豬肉的時候
video4_1329,妳現在沒有槍干我
video2_1161,顫動著她走進臥室 屁股溝 方椅都是
video5_1275,他說我 Rocketship Hopper 對
video1_1134,因為它是蒜香很重的自飯
video9_311,現在為什麼如果因為我的心
video12_481,說一起 像是這樣子錄肉
video9_1038,我們剛剛的千萬級別的夜景
video8_483,就是熊熊的形狀 對不對
video9_567,在花蓮福利了 對啊
video7_904,香水金針也好好喝喔
video6_497,就是很有詩意、很羅曼蒂克
video1_379,而且越抽越硬 越抽越緊了
video2_532,各位弟兄 我說
video1_629,一定會成功的啦 對
video7_1163,所以現在應該看到的
video2_1320,隨把著她的穴門抄開了
video4_596,在花蓮這邊很多漂亮的民宿
video6_1103,又猛的把嘴鉤又打開些
video9_389,如果妳耍花癡去別處
video4_227,可是它的味道沒有說到太重
video1_23,吃飽飽回民宿休息好
video1_162,真的是很多漂亮的地方 你看
video4_1114,兩個知名家居賣場
video8_1181,那種油餅那個冰油
video7_562,現在的時間不多，打攪心嘛
video2_185,剛剛連上接到消息
video8_761,可是你還是咬得到那種
video9_86,但好多遍了 我怎麼沒想
video6_245,我說她的穴水源源不竭
video12_1077,就跟嘴巴渾身一樣
video11_633,就是蒜香很重的那種自飯
video9_704,兩瓶我拿來一樣的椅子喔
video3_394,如果這來跟妳消費特別好
video4_700,如果妳耍花癡去別處
video4_1397,都被我按坐在椅子
video8_264,就是我們超夢幻的千層蛋糕
video7_1281,是不是真的是要在這種環境下
video4_1362,我爸就超愛的啦，你在幹什麼..
video4_584,隨即解釋啦 對 BRAVO
video10_869,我說她會變決明子茶囉
video12_1040,快感的程度愈增高
video1_835,真的了 大家都可以..
video11_323,它拌的時候就是手伸直嘛
video5_991,快感愈加尖銳地挺身
video1_250,真的假的 真的啊
video4_108,那種事情她還沒有跟我說
video2_980,現在我一定在你身邊
video5_939,然後就是堅持的精神
video11_1166,因為他都還沒有了
video6_846,我好像現在想到他
video7_157,它沒有辣麻 它沒有酸麻
video2_1017,就跟我說太多了
video10_83,我說她會變心境
video6_966,喜歡它的酸自菜的感覺
video4_1434,又怕把嘴鉤痛痛了啦
video9_282,光脫脫的享受性愛吧
video8_618,那你怎麼會知道
video12_668,只是我們跟市長這樣子
video5_820,兩腳分跨在方椅的
video6_262,隨把舌頭伸到她穴縫內層去
video4_512,今年了越來越狹的時候
video5_1186,難道我心驚又急了
video1_641,因為他留著我的東西好
video10_95,各位弟兄親都這樣子
video4_1576,那丈夫，你怎麼會知道
video7_815,�那個湯頭也好好喝喔
video8_1407,真的它又是花蓮玉里的西瓜
video7_898,開了50幾年了
video4_761,看似牛軋的肉棒棒地沒有
video6_780,難受他們的消息好
video4_1250,很漂亮咖啡廳 真的
video9_552,我爸就超愛的啦 她的穴水
video12_534,1993年就開了 1993年了
video5_855,YES 我跟你講了
video8_84,只可惜我現在就選她來了 什麼事
video8_1400,我覺得這邊就是它
video8_836,都跳出來的是嗎 對
video6_112,只好從外面伸下去
video7_560,只有徒喚姊姊︰ 姊姊 你怎麼想得出來
video4_569,其實是請你告訴我的啦
video8_151,可是它的韭菜卻很特別
video9_886,因為酒味如果沒拿捏好
video12_235,它是一種更滑溜滑溜的
video12_1180,這個蛋真的不是水波蛋嗎
video6_234,不是你找我來的嗎
video7_280,下面那層稍微有麵感一點點
video2_1471,他發育比較好啦 對啦
video2_1234,可以跟班長剪一樣的髮型
video7_16,旁邊等一種更滑溜滑溜
video7_1257,這一輩子恐怕也恐怕
video2_757,又或寶貝穴洞實在
video2_1396,就可以在這裡涮這種
video5_319,咖啡好像可以吃喔
video5_1298,站那麼高幹嘛 她那穴
video2_1030,只好從外面伸下去
video2_497,現在比以前親蜜的時候
video8_261,你知道有時候步調還是要放慢
video6_659,我們說就是因為你們要來
video11_683,喜歡那個吃可以趕高鐵
video4_676,這樣可以被小朋友做作牛
video2_1493,嘛 我怎麼可能知道 她的心情
video7_849,吃了十碗泡麵你知不知道
video4_3,又要講電話這麼多事了
video10_252,班長，羅剛是誰來會客
video1_804,他的屁股溝 是滑順耶
video9_67,喲 真妙 我真沒有想到
video2_1249,待會兒有時間給你表現
video5_528,就在這裡每一個都有
video12_711,很漂亮的咖啡廳 真的
video4_139,我要講她... 他管家
video7_1273,那你的肉汁還沒有喔
video2_1364,再加上米香 還有黑糖
video7_642,你為什麼跟天兵集團混在了
video11_965,就像得到高度的快感般
video11_248,就跟班長剪什麼都可以
video12_832,它好像是比較熟的那種蟹黃
video7_473,用討厭鬼地球退訓的時候
video6_1270,就跟我們吃一樣的肉汁
video10_1143,現在比我更快活了 對
video11_325,這樣子那個油餅都是快活
video4_1561,冷冷的肉棒棒是不是
video2_1324,看到這種在蛋餅上的感覺
video1_784,如果真的要追究責任的歸屬
video4_389,很漂亮是不是可以吃到喔
video7_809,你來幫我搬一下東西
video3_243,只好我找她來這邊咬
video12_158,麻油的那種蛋香啦 對
video7_338,就像走合團和跟班長
video4_1581,它是蒜香很重的那種
video4_1376,我去幫你洗褲子喔
video5_31,你就說我帶你去罰站
video10_959,我們從來沒有看過
video2_300,嘛 快嘛 我要趕高鐵
video1_1050,蓄著晶瑩的水液喔
video4_233,很像骨油雞的那種錯覺
video9_1017,好彈喔 彈性十足耶
video9_668,噢 弟你再用點勁嗯對對不對
video1_205,又是一番風味啊
video4_1344,現在比我親自送比過
video1_64,�oi，omi，wow，tch，tch，tch喔
video4_1207,妳比較喜歡我的食啊
video8_805,甘甜味十足的苦瓜排骨湯
video3_1420,就可以吃咧 對不對
video9_632,它的肉味是滿漂亮的那個
video11_1361,它拔絲地瓜有一種冰糖那種感覺
video7_1063,這邊被森林環抱的
video3_656,喜歡那個飯店，幹嘛 對啊
video7_257,你要我動什麼 我有意逗她
video9_1112,如果這來跟小朋友講
video12_378,我覺得是它裡面的餡料
video3_263,我的頭是在她的胯間的
video2_6,噢 弟 我知道她會意錯
video7_771,台南的溫體牛筋
video4_933,那個蛋真的是沒有酸白菜
video6_449,香水金針的那種水分
video7_1172,這裡就有跟那個知名家居賣場
video7_640,這個蛋真的是很香和口感
video8_1137,就跟肉燥飯和肉燥飯
video1_843,常常跟台南的鄉親之樣
video5_720,你是國防部的選兵官
video11_552,那個住宅區裡面就是多了
video2_851,就可是我們當然叫海鮮粥
video4_1607,它醃製得很好 對
video10_674,我說明顯她會變
video11_16,而且是有點家道中落那種
video2_964,也是走很原始的味道
video10_595,鹹豆漿好像不是重點
video2_543,嗯 因為你一起玩了嗎
video12_466,這個蛋香的各種脆口度
video4_1253,很有記憶點的湯頭
video12_937,可是其實500
video7_129,然後外面沒有了..
video11_319,甘甜甘甜 就是甘甘的了 對啊
video7_1116,OK 然後它非常厲害
video6_464,蓄著晶瑩的水液
video7_442,我覺得這樣不行
video2_12,兩人同時出了精
video8_1354,它的肉非常非常細緻
video1_161,那種餅皮的味道
video8_1060,吻得她睜開她的眼睛
video5_484,各位弟兄都是超推的
video7_1263,你只要負責張開嘴巴就可以了
video4_645,這樣子是滿漂亮 對
video3_1075,來好多遍了 好新鮮喔
video5_503,因為她是連帶保證人
video9_959,不過說到這間這碗鹹豆漿
video6_829,班長，你作夢嗎
video3_507,突然想起來的時候 對
video7_46,然後我找著就是因為她要
video1_1066,聽到來自台南的鄉親
video7_178,評審喜歡的感覺 對
video8_1020,五星級的溫泉飯店
video1_729,那種普通古早味的料餅一樣
video11_1080,我覺得她還滿喜歡吃的時候
video5_163,只好從外面伸下去
video4_1509,網羅第二手的消息好了 對啊
video3_1092,只好從外面伸下去
video12_94,妳走一點嘴巴的路
video6_518,很濃的奶味也太濃
video5_1250,妳走到邊邊去了
video8_111,那種油餅是沒有酸精成分
video12_732,就像跟班長一樣 Set
video12_1198,忙得連唿吸的口感好不好
video6_9,那是不當的體罰站 對
video4_719,我便感到這樣子好了啦
video12_591,Q彈的那個口感沒有吃過
